"FacilityID","FacilityName","Address","City","State","ZIPCode","CountyName","PhoneNumber","Condition","MeasureID","MeasureName","STTag","Score","Sample","Footnote","StartDate","EndDate"
"41005F","PROVIDENCE VA MEDICAL CENTER","830 CHALKSTONE AVENUE","PROVIDENCE","RI","02908","PROVIDENCE","(401) 457-3042","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"41005F","PROVIDENCE VA MEDICAL CENTER","830 CHALKSTONE AVENUE","PROVIDENCE","RI","02908","PROVIDENCE","(401) 457-3042","Emergency Department","OP-18c","Average time patients spent in the emergency department before being sent home","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"41005F","PROVIDENCE VA MEDICAL CENTER","830 CHALKSTONE AVENUE","PROVIDENCE","RI","02908","PROVIDENCE","(401) 457-3042","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"41005F","PROVIDENCE VA MEDICAL CENTER","830 CHALKSTONE AVENUE","PROVIDENCE","RI","02908","PROVIDENCE","(401) 457-3042","Emergency Department","OP-22","Left before being seen","Percentage","4","7454",NA,"01/01/2021","12/31/2021"
"41005F","PROVIDENCE VA MEDICAL CENTER","830 CHALKSTONE AVENUE","PROVIDENCE","RI","02908","PROVIDENCE","(401) 457-3042","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"41005F","PROVIDENCE VA MEDICAL CENTER","830 CHALKSTONE AVENUE","PROVIDENCE","RI","02908","PROVIDENCE","(401) 457-3042","Colonoscopy care","OP-29","Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Percentage","Not Available","Not Available","1","01/01/2021","12/31/2021"
"41005F","PROVIDENCE VA MEDICAL CENTER","830 CHALKSTONE AVENUE","PROVIDENCE","RI","02908","PROVIDENCE","(401) 457-3042","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"41005F","PROVIDENCE VA MEDICAL CENTER","830 CHALKSTONE AVENUE","PROVIDENCE","RI","02908","PROVIDENCE","(401) 457-3042","Sepsis Care","SEP-1","Appropriate care for severe sepsis and septic shock","Percentage","36","14",NA,"07/01/2021","06/30/2022"
"42011F","COLUMBIA SC VA MEDICAL CENTER","6439 GARNERS FERRY ROAD","COLUMBIA","SC","29209","RICHLAND","(803) 695-7980","Emergency Department","EDV","Emergency department volume","Text","medium",NA,NA,"01/01/2021","12/31/2021"
"42011F","COLUMBIA SC VA MEDICAL CENTER","6439 GARNERS FERRY ROAD","COLUMBIA","SC","29209","RICHLAND","(803) 695-7980","Healthcare Personnel Vaccination","HCP-COVID-19","Percentage of healthcare personnel who completed COVID-19 primary vaccination series","Percentage","91","2819",NA,"04/01/2022","06/30/2022"
"42011F","COLUMBIA SC VA MEDICAL CENTER","6439 GARNERS FERRY ROAD","COLUMBIA","SC","29209","RICHLAND","(803) 695-7980","Healthcare Personnel Vaccination","IMM-3","Healthcare workers given influenza vaccination","Percentage","77","2961",NA,"10/01/2021","03/31/2022"
"42011F","COLUMBIA SC VA MEDICAL CENTER","6439 GARNERS FERRY ROAD","COLUMBIA","SC","29209","RICHLAND","(803) 695-7980","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"42011F","COLUMBIA SC VA MEDICAL CENTER","6439 GARNERS FERRY ROAD","COLUMBIA","SC","29209","RICHLAND","(803) 695-7980","Emergency Department","OP-18c","Average time patients spent in the emergency department before being sent home","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"42011F","COLUMBIA SC VA MEDICAL CENTER","6439 GARNERS FERRY ROAD","COLUMBIA","SC","29209","RICHLAND","(803) 695-7980","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"42011F","COLUMBIA SC VA MEDICAL CENTER","6439 GARNERS FERRY ROAD","COLUMBIA","SC","29209","RICHLAND","(803) 695-7980","Emergency Department","OP-22","Left before being seen","Percentage","2","24613",NA,"01/01/2021","12/31/2021"
"42011F","COLUMBIA SC VA MEDICAL CENTER","6439 GARNERS FERRY ROAD","COLUMBIA","SC","29209","RICHLAND","(803) 695-7980","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"42011F","COLUMBIA SC VA MEDICAL CENTER","6439 GARNERS FERRY ROAD","COLUMBIA","SC","29209","RICHLAND","(803) 695-7980","Colonoscopy care","OP-29","Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Percentage","100","32",NA,"01/01/2021","12/31/2021"
"42011F","COLUMBIA SC VA MEDICAL CENTER","6439 GARNERS FERRY ROAD","COLUMBIA","SC","29209","RICHLAND","(803) 695-7980","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"42011F","COLUMBIA SC VA MEDICAL CENTER","6439 GARNERS FERRY ROAD","COLUMBIA","SC","29209","RICHLAND","(803) 695-7980","Sepsis Care","SEP-1","Appropriate care for severe sepsis and septic shock","Percentage","31","32",NA,"07/01/2021","06/30/2022"
"42029F","CHARLESTON VA MEDICAL CENTER","109 BEE STREET","CHARLESTON","SC","29401","CHARLESTON","(843) 577-5011","Emergency Department","EDV","Emergency department volume","Text","medium",NA,NA,"01/01/2021","12/31/2021"
"42029F","CHARLESTON VA MEDICAL CENTER","109 BEE STREET","CHARLESTON","SC","29401","CHARLESTON","(843) 577-5011","Healthcare Personnel Vaccination","HCP-COVID-19","Percentage of healthcare personnel who completed COVID-19 primary vaccination series","Percentage","86","3057",NA,"04/01/2022","06/30/2022"
"42029F","CHARLESTON VA MEDICAL CENTER","109 BEE STREET","CHARLESTON","SC","29401","CHARLESTON","(843) 577-5011","Healthcare Personnel Vaccination","IMM-3","Healthcare workers given influenza vaccination","Percentage","78","3151",NA,"10/01/2021","03/31/2022"
"42029F","CHARLESTON VA MEDICAL CENTER","109 BEE STREET","CHARLESTON","SC","29401","CHARLESTON","(843) 577-5011","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","126","323",NA,"07/01/2021","06/30/2022"
"42029F","CHARLESTON VA MEDICAL CENTER","109 BEE STREET","CHARLESTON","SC","29401","CHARLESTON","(843) 577-5011","Emergency Department","OP-18c","Average time patients spent in the emergency department before being sent home","Minutes","229","20",NA,"07/01/2021","06/30/2022"
"42029F","CHARLESTON VA MEDICAL CENTER","109 BEE STREET","CHARLESTON","SC","29401","CHARLESTON","(843) 577-5011","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"42029F","CHARLESTON VA MEDICAL CENTER","109 BEE STREET","CHARLESTON","SC","29401","CHARLESTON","(843) 577-5011","Emergency Department","OP-22","Left before being seen","Percentage","0","21577",NA,"01/01/2021","12/31/2021"
"42029F","CHARLESTON VA MEDICAL CENTER","109 BEE STREET","CHARLESTON","SC","29401","CHARLESTON","(843) 577-5011","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","1","07/01/2021","06/30/2022"
"42029F","CHARLESTON VA MEDICAL CENTER","109 BEE STREET","CHARLESTON","SC","29401","CHARLESTON","(843) 577-5011","Colonoscopy care","OP-29","Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Percentage","95","38",NA,"01/01/2021","12/31/2021"
"42029F","CHARLESTON VA MEDICAL CENTER","109 BEE STREET","CHARLESTON","SC","29401","CHARLESTON","(843) 577-5011","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"42029F","CHARLESTON VA MEDICAL CENTER","109 BEE STREET","CHARLESTON","SC","29401","CHARLESTON","(843) 577-5011","Sepsis Care","SEP-1","Appropriate care for severe sepsis and septic shock","Percentage","59","17",NA,"07/01/2021","06/30/2022"
"43002F","VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE","113 COMANCHE ROAD","FORT MEADE","SD","57741","MEADE","(605) 347-2511","Emergency Department","EDV","Emergency department volume","Text","low",NA,NA,"01/01/2021","12/31/2021"
"43002F","VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE","113 COMANCHE ROAD","FORT MEADE","SD","57741","MEADE","(605) 347-2511","Healthcare Personnel Vaccination","HCP-COVID-19","Percentage of healthcare personnel who completed COVID-19 primary vaccination series","Percentage","78","1181",NA,"04/01/2022","06/30/2022"
"43002F","VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE","113 COMANCHE ROAD","FORT MEADE","SD","57741","MEADE","(605) 347-2511","Healthcare Personnel Vaccination","IMM-3","Healthcare workers given influenza vaccination","Percentage","72","1197",NA,"10/01/2021","03/31/2022"
"43002F","VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE","113 COMANCHE ROAD","FORT MEADE","SD","57741","MEADE","(605) 347-2511","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"43002F","VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE","113 COMANCHE ROAD","FORT MEADE","SD","57741","MEADE","(605) 347-2511","Emergency Department","OP-18c","Average time patients spent in the emergency department before being sent home","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"43002F","VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE","113 COMANCHE ROAD","FORT MEADE","SD","57741","MEADE","(605) 347-2511","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"43002F","VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE","113 COMANCHE ROAD","FORT MEADE","SD","57741","MEADE","(605) 347-2511","Emergency Department","OP-22","Left before being seen","Percentage","1","5746",NA,"01/01/2021","12/31/2021"
"43002F","VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE","113 COMANCHE ROAD","FORT MEADE","SD","57741","MEADE","(605) 347-2511","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"43002F","VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE","113 COMANCHE ROAD","FORT MEADE","SD","57741","MEADE","(605) 347-2511","Colonoscopy care","OP-29","Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Percentage","88","43",NA,"01/01/2021","12/31/2021"
"43002F","VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE","113 COMANCHE ROAD","FORT MEADE","SD","57741","MEADE","(605) 347-2511","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"43002F","VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE","113 COMANCHE ROAD","FORT MEADE","SD","57741","MEADE","(605) 347-2511","Sepsis Care","SEP-1","Appropriate care for severe sepsis and septic shock","Percentage","14","14",NA,"07/01/2021","06/30/2022"
"43003F","VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS","500 NORTH 5TH STREET","HOT SPRINGS","SD","57747","FALL RIVER","(605) 745-2000","Emergency Department","EDV","Emergency department volume","Text","Not Available",NA,"5","01/01/2021","12/31/2021"
"43003F","VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS","500 NORTH 5TH STREET","HOT SPRINGS","SD","57747","FALL RIVER","(605) 745-2000","Healthcare Personnel Vaccination","HCP-COVID-19","Percentage of healthcare personnel who completed COVID-19 primary vaccination series","Percentage","Not Available","Not Available","5","04/01/2022","06/30/2022"
"43003F","VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS","500 NORTH 5TH STREET","HOT SPRINGS","SD","57747","FALL RIVER","(605) 745-2000","Healthcare Personnel Vaccination","IMM-3","Healthcare workers given influenza vaccination","Percentage","Not Available","Not Available","5","10/01/2021","03/31/2022"
"43003F","VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS","500 NORTH 5TH STREET","HOT SPRINGS","SD","57747","FALL RIVER","(605) 745-2000","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","5, 24","07/01/2021","06/30/2022"
"43003F","VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS","500 NORTH 5TH STREET","HOT SPRINGS","SD","57747","FALL RIVER","(605) 745-2000","Emergency Department","OP-18c","Average time patients spent in the emergency department before being sent home","Minutes","Not Available","Not Available","5, 24","07/01/2021","06/30/2022"
"43003F","VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS","500 NORTH 5TH STREET","HOT SPRINGS","SD","57747","FALL RIVER","(605) 745-2000","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","5, 24","07/01/2021","06/30/2022"
"43003F","VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS","500 NORTH 5TH STREET","HOT SPRINGS","SD","57747","FALL RIVER","(605) 745-2000","Emergency Department","OP-22","Left before being seen","Percentage","Not Available","Not Available","5, 24","01/01/2021","12/31/2021"
"43003F","VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS","500 NORTH 5TH STREET","HOT SPRINGS","SD","57747","FALL RIVER","(605) 745-2000","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","5, 24","07/01/2021","06/30/2022"
"43003F","VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS","500 NORTH 5TH STREET","HOT SPRINGS","SD","57747","FALL RIVER","(605) 745-2000","Colonoscopy care","OP-29","Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Percentage","Not Available","Not Available","5, 24","01/01/2021","12/31/2021"
"43003F","VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS","500 NORTH 5TH STREET","HOT SPRINGS","SD","57747","FALL RIVER","(605) 745-2000","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","5, 24","07/01/2021","06/30/2022"
"43003F","VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS","500 NORTH 5TH STREET","HOT SPRINGS","SD","57747","FALL RIVER","(605) 745-2000","Sepsis Care","SEP-1","Appropriate care for severe sepsis and septic shock","Percentage","Not Available","Not Available","5, 24","07/01/2021","06/30/2022"
"43005F","SIOUX FALLS VA MEDICAL CENTER","2501 WEST 22ND STREET","SIOUX FALLS","SD","57117","MINNEHAHA","(605) 336-3230","Emergency Department","EDV","Emergency department volume","Text","low",NA,NA,"01/01/2021","12/31/2021"
"43005F","SIOUX FALLS VA MEDICAL CENTER","2501 WEST 22ND STREET","SIOUX FALLS","SD","57117","MINNEHAHA","(605) 336-3230","Healthcare Personnel Vaccination","HCP-COVID-19","Percentage of healthcare personnel who completed COVID-19 primary vaccination series","Percentage","89","1170",NA,"04/01/2022","06/30/2022"
"43005F","SIOUX FALLS VA MEDICAL CENTER","2501 WEST 22ND STREET","SIOUX FALLS","SD","57117","MINNEHAHA","(605) 336-3230","Healthcare Personnel Vaccination","IMM-3","Healthcare workers given influenza vaccination","Percentage","85","1184",NA,"10/01/2021","03/31/2022"
"43005F","SIOUX FALLS VA MEDICAL CENTER","2501 WEST 22ND STREET","SIOUX FALLS","SD","57117","MINNEHAHA","(605) 336-3230","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"43005F","SIOUX FALLS VA MEDICAL CENTER","2501 WEST 22ND STREET","SIOUX FALLS","SD","57117","MINNEHAHA","(605) 336-3230","Emergency Department","OP-18c","Average time patients spent in the emergency department before being sent home","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"43005F","SIOUX FALLS VA MEDICAL CENTER","2501 WEST 22ND STREET","SIOUX FALLS","SD","57117","MINNEHAHA","(605) 336-3230","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"43005F","SIOUX FALLS VA MEDICAL CENTER","2501 WEST 22ND STREET","SIOUX FALLS","SD","57117","MINNEHAHA","(605) 336-3230","Emergency Department","OP-22","Left before being seen","Percentage","0","6903",NA,"01/01/2021","12/31/2021"
"43005F","SIOUX FALLS VA MEDICAL CENTER","2501 WEST 22ND STREET","SIOUX FALLS","SD","57117","MINNEHAHA","(605) 336-3230","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","5","07/01/2021","06/30/2022"
"43005F","SIOUX FALLS VA MEDICAL CENTER","2501 WEST 22ND STREET","SIOUX FALLS","SD","57117","MINNEHAHA","(605) 336-3230","Colonoscopy care","OP-29","Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Percentage","93","43",NA,"01/01/2021","12/31/2021"
"43005F","SIOUX FALLS VA MEDICAL CENTER","2501 WEST 22ND STREET","SIOUX FALLS","SD","57117","MINNEHAHA","(605) 336-3230","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","5","07/01/2021","06/30/2022"
"43005F","SIOUX FALLS VA MEDICAL CENTER","2501 WEST 22ND STREET","SIOUX FALLS","SD","57117","MINNEHAHA","(605) 336-3230","Sepsis Care","SEP-1","Appropriate care for severe sepsis and septic shock","Percentage","70","20",NA,"07/01/2021","06/30/2022"
