CountyState,FIPSCode,MothersRace,Year,TeenBirths,TeenFemalePopulation,TeenFertilityRate,AveragePrenatalVisits
"Escambia County, FL",12033,White,2017,116,5910,19.63,10.23
"Hernando County, FL",12053,White,2017,86,4216,20.4,11.29
"Hillsborough County, FL",12057,Black or African American,2017,280,9296,30.12,10.29
"Hillsborough County, FL",12057,White,2017,529,30502,17.34,9.88
"Indian River County, FL",12061,Black or African American,2017,24,490,48.98,11.67
"Indian River County, FL",12061,White,2017,48,2739,17.52,12.09
"Lake County, FL",12069,Black or African American,2017,54,1496,36.1,9.06
"Lake County, FL",12069,White,2017,122,6749,18.08,8.99
"Lee County, FL",12071,Black or African American,2017,76,2675,28.41,8.86
"Lee County, FL",12071,White,2017,283,14775,19.15,9.2
"Leon County, FL",12073,Black or African American,2017,114,4970,22.94,8.21
"Leon County, FL",12073,White,2017,50,7716,6.48,9.19
"Manatee County, FL",12081,Black or African American,2017,46,1286,35.77,8.17
"Manatee County, FL",12081,White,2017,157,7516,20.89,9.76
"Marion County, FL",12083,Black or African American,2017,81,1608,50.37,8.74
"Marion County, FL",12083,White,2017,182,6484,28.07,9.12
"Martin County, FL",12085,Black or African American,2017,18,294,61.22,9.56
"Martin County, FL",12085,White,2017,46,3251,14.15,9.22
"Miami-Dade County, FL",12086,Asian,2017,10,1214,8.24,10.1
"Miami-Dade County, FL",12086,Black or African American,2017,425,16991,25.01,10.27
"Miami-Dade County, FL",12086,White,2017,666,57223,11.64,10.78
"Okaloosa County, FL",12091,Black or African American,2017,22,649,33.9,7.71
"Okaloosa County, FL",12091,White,2017,100,3872,25.83,11.2
"Orange County, FL",12095,Asian,2017,17,2578,6.59,6.55
"Orange County, FL",12095,Black or African American,2017,332,11304,29.37,7.67
"Orange County, FL",12095,White,2017,366,29085,12.58,9.15
"Osceola County, FL",12097,Black or African American,2017,47,1893,24.83,11.68
"Osceola County, FL",12097,White,2017,175,9321,18.77,11.6
"Palm Beach County, FL",12099,Asian,2017,12,1224,9.8,7.58
"Palm Beach County, FL",12099,Black or African American,2017,306,10975,27.88,9.23
"Palm Beach County, FL",12099,White,2017,284,26369,10.77,9.29
"Pasco County, FL",12101,Black or African American,2017,28,1239,22.6,9.44
"Pasco County, FL",12101,White,2017,242,12326,19.63,10.34
"Pinellas County, FL",12103,Black or African American,2017,144,3798,37.91,9.21
"Pinellas County, FL",12103,White,2017,199,16328,12.19,10.12
"Polk County, FL",12105,Black or African American,2017,148,4285,34.54,8.83
"Polk County, FL",12105,White,2017,356,15601,22.82,9.77
"St. Johns County, FL",12109,Black or African American,2017,10,493,20.28,7.22
"St. Johns County, FL",12109,White,2017,46,6458,7.12,9.16
"St. Lucie County, FL",12111,Black or African American,2017,65,2510,25.9,8.69
"St. Lucie County, FL",12111,White,2017,91,5394,16.87,8.79
"Santa Rosa County, FL",12113,White,2017,99,4413,22.43,11
"Sarasota County, FL",12115,Black or African American,2017,30,770,38.96,9.54
"Sarasota County, FL",12115,White,2017,79,7404,10.67,10.42
"Seminole County, FL",12117,Black or African American,2017,48,2049,23.43,9.9
"Seminole County, FL",12117,White,2017,76,10498,7.24,9.99
"Volusia County, FL",12127,Black or African American,2017,79,2839,27.83,10.16
"Volusia County, FL",12127,White,2017,198,10374,19.09,10
"Unidentified Counties, FL",12999,Black or African American,2017,223,5407,41.24,8.85
"Unidentified Counties, FL",12999,White,2017,770,25318,30.41,9.7
"Bartow County, GA",13015,Black or African American,2017,13,420,30.95,10.31
"Bartow County, GA",13015,White,2017,82,2797,29.32,12.55
"Bibb County, GA",13021,Black or African American,2017,140,3316,42.22,10.39
"Bibb County, GA",13021,White,2017,32,1731,18.49,11.75
"Carroll County, GA",13045,Black or African American,2017,33,1381,23.9,7.9
"Carroll County, GA",13045,White,2017,100,3364,29.73,10.45
"Chatham County, GA",13051,Black or African American,2017,138,4793,28.79,9.01
"Chatham County, GA",13051,White,2017,51,4268,11.95,9.14
"Cherokee County, GA",13057,White,2017,68,7214,9.43,10.31
"Clarke County, GA",13059,Black or African American,2017,46,1584,29.04,7.52
"Clarke County, GA",13059,White,2017,25,4682,5.34,10.48
"Clayton County, GA",13063,Black or African American,2017,171,7694,22.23,7.94
"Clayton County, GA",13063,White,2017,52,1813,28.68,8.57
"Cobb County, GA",13067,Black or African American,2017,139,7949,17.49,10.26
"Cobb County, GA",13067,White,2017,207,14741,14.04,11.71
"Columbia County, GA",13073,White,2017,33,3410,9.68,10.97
"Coweta County, GA",13077,Black or African American,2017,28,965,29.02,9.43
"Coweta County, GA",13077,White,2017,57,3605,15.81,10.28
"DeKalb County, GA",13089,Asian,2017,30,1439,20.85,7.3
"DeKalb County, GA",13089,Black or African American,2017,344,13590,25.31,8.36
"DeKalb County, GA",13089,White,2017,148,6230,23.76,10.07
"Douglas County, GA",13097,Black or African American,2017,44,2910,15.12,8.91
"Douglas County, GA",13097,White,2017,38,2077,18.3,10.84
"Fayette County, GA",13113,White,2017,10,2784,3.59,12.8
"Forsyth County, GA",13117,White,2017,36,7043,5.11,12.39
"Fulton County, GA",13121,Black or African American,2017,472,17893,26.38,7.43
"Fulton County, GA",13121,White,2017,72,13480,5.34,9.4
"Gwinnett County, GA",13135,Black or African American,2017,123,11248,10.94,10.18
"Gwinnett County, GA",13135,White,2017,313,17264,18.13,10.09
"Hall County, GA",13139,White,2017,190,5679,33.46,11.41
"Henry County, GA",13151,Black or African American,2017,73,4566,15.99,8.73
"Henry County, GA",13151,White,2017,59,3727,15.83,10.59
"Houston County, GA",13153,Black or African American,2017,47,1848,25.43,9.17
"Houston County, GA",13153,White,2017,68,2777,24.49,9.32
"Lowndes County, GA",13185,Black or African American,2017,82,2151,38.12,10.33
"Lowndes County, GA",13185,White,2017,39,2388,16.33,12.33
"Muscogee County, GA",13215,Black or African American,2017,165,3224,51.18,9.39
"Muscogee County, GA",13215,White,2017,40,2341,17.09,9.45
"Paulding County, GA",13223,Black or African American,2017,13,1353,9.61,9.92
"Paulding County, GA",13223,White,2017,37,4182,8.85,12.35
"Richmond County, GA",13245,Black or African American,2017,163,4307,37.85,9.64
"Richmond County, GA",13245,White,2017,51,1760,28.98,10.76
"Whitfield County, GA",13313,White,2017,110,3260,33.74,11.98
"Unidentified Counties, GA",13999,Asian,2017,10,1549,6.46,9.8
"Unidentified Counties, GA",13999,Black or African American,2017,1189,34086,34.88,9.61
"Unidentified Counties, GA",13999,White,2017,2118,75339,28.11,10.88
"Hawaii County, HI",15001,Native Hawaiian or Other Pacific Islander,2017,15,861,17.42,7.67
"Hawaii County, HI",15001,White,2017,17,1011,16.82,10.12
"Honolulu County, HI",15003,Asian,2017,49,8648,5.67,8.52
"Honolulu County, HI",15003,Native Hawaiian or Other Pacific Islander,2017,88,3207,27.44,6.41
"Honolulu County, HI",15003,White,2017,72,3842,18.74,11.68
"Maui County, HI",15009,Native Hawaiian or Other Pacific Islander,2017,11,674,16.32,8.55
"Maui County, HI",15009,White,2017,10,845,11.83,9.78
"Ada County, ID",16001,Black or African American,2017,13,217,59.91,9.15
"Ada County, ID",16001,White,2017,145,13578,10.68,12.09
"Bonneville County, ID",16019,White,2017,89,3785,23.51,12.08
"Canyon County, ID",16027,White,2017,195,7479,26.07,10.02
"Kootenai County, ID",16055,White,2017,66,4342,15.2,12.5
"Unidentified Counties, ID",16999,American Indian or Alaska Native,2017,19,671,28.32,10.11
"Unidentified Counties, ID",16999,White,2017,505,25168,20.07,11.13
"Champaign County, IL",17019,Black or African American,2017,57,1511,37.72,7.93
"Champaign County, IL",17019,White,2017,31,6784,4.57,11.8
"Cook County, IL",17031,Asian,2017,22,9658,2.28,8.9
"Cook County, IL",17031,Black or African American,2017,1497,42821,34.96,8.38
"Cook County, IL",17031,White,2017,1462,96521,15.15,9.46
"DeKalb County, IL",17037,White,2017,31,3732,8.31,11.39
"DuPage County, IL",17043,Black or African American,2017,45,2099,21.44,9
"DuPage County, IL",17043,White,2017,146,23109,6.32,10.94
"Kane County, IL",17089,Black or African American,2017,37,1381,26.79,9.03
"Kane County, IL",17089,White,2017,291,16061,18.12,8.99
"Kankakee County, IL",17091,Black or African American,2017,32,675,47.41,7.58
"Kankakee County, IL",17091,White,2017,46,3094,14.87,10.13
"Kendall County, IL",17093,White,2017,24,3826,6.27,9.96
"Lake County, IL",17097,Black or African American,2017,75,2152,34.85,8.55
"Lake County, IL",17097,White,2017,205,20276,10.11,9.45
"LaSalle County, IL",17099,White,2017,83,3115,26.65,11.9
"McHenry County, IL",17111,White,2017,84,9707,8.65,9.76
"McLean County, IL",17113,Black or African American,2017,13,768,16.93,9.27
"McLean County, IL",17113,White,2017,47,6472,7.26,10.67
"Macon County, IL",17115,Black or African American,2017,38,759,50.07,10.28
"Macon County, IL",17115,White,2017,53,2345,22.6,11.42
"Madison County, IL",17119,Black or African American,2017,39,898,43.43,9.62
"Madison County, IL",17119,White,2017,111,6351,17.48,10.1
"Peoria County, IL",17143,Black or African American,2017,98,1427,68.68,9.41
"Peoria County, IL",17143,White,2017,64,3938,16.25,11.14
"Rock Island County, IL",17161,Black or African American,2017,35,555,63.06,10.03
"Rock Island County, IL",17161,White,2017,69,3403,20.28,11.38
"St. Clair County, IL",17163,Black or African American,2017,142,3026,46.93,8.5
"St. Clair County, IL",17163,White,2017,61,4535,13.45,9.81
"Sangamon County, IL",17167,Black or African American,2017,60,1074,55.87,9.17
"Sangamon County, IL",17167,White,2017,65,4501,14.44,11.11
"Tazewell County, IL",17179,White,2017,75,3578,20.96,12
"Will County, IL",17197,Black or African American,2017,76,3265,23.28,7.86
"Will County, IL",17197,White,2017,158,19449,8.12,10.03
"Winnebago County, IL",17201,Black or African American,2017,77,1511,50.96,10.34
"Winnebago County, IL",17201,White,2017,135,6539,20.65,12.89
"Unidentified Counties, IL",17999,Black or African American,2017,98,3158,31.03,10.03
"Unidentified Counties, IL",17999,White,2017,1212,54668,22.17,11.6
"Allen County, IN",18003,Asian,2017,18,729,24.69,6.78
"Allen County, IN",18003,Black or African American,2017,84,1854,45.31,9.8
"Allen County, IN",18003,White,2017,200,9358,21.37,11.36
"Clark County, IN",18019,Black or African American,2017,11,301,36.54,9.64
"Clark County, IN",18019,White,2017,69,2802,24.63,10.58
"Delaware County, IN",18035,Black or African American,2017,16,402,39.8,10.69
"Delaware County, IN",18035,White,2017,70,4576,15.3,10.37
"Elkhart County, IN",18039,Black or African American,2017,30,486,61.73,10.47
"Elkhart County, IN",18039,White,2017,199,6185,32.17,10.57
"Hamilton County, IN",18057,White,2017,38,9633,3.94,10.5
"Hendricks County, IN",18063,White,2017,44,4682,9.4,11.84
"Johnson County, IN",18081,White,2017,76,4508,16.86,11.64
"Lake County, IN",18089,Black or African American,2017,173,4782,36.18,8.57
"Lake County, IN",18089,White,2017,169,10427,16.21,9.67
"La Porte County, IN",18091,Black or African American,2017,24,398,60.3,6.67
"La Porte County, IN",18091,White,2017,58,2536,22.87,9.82
"Madison County, IN",18095,Black or African American,2017,13,354,36.72,12.31
"Madison County, IN",18095,White,2017,91,3423,26.58,11.81
"Marion County, IN",18097,Asian,2017,20,806,24.81,7.6
"Marion County, IN",18097,Black or African American,2017,383,10068,38.04,8.93
"Marion County, IN",18097,White,2017,488,16837,28.98,10.08
"Monroe County, IN",18105,White,2017,41,6413,6.39,10.68
"Porter County, IN",18127,White,2017,58,5120,11.33,10.47
"St. Joseph County, IN",18141,Black or African American,2017,88,1487,59.18,8.11
"St. Joseph County, IN",18141,White,2017,148,7605,19.46,9.97
"Tippecanoe County, IN",18157,Black or African American,2017,24,494,48.58,7.35
"Tippecanoe County, IN",18157,White,2017,77,6688,11.51,10.42
"Vanderburgh County, IN",18163,Black or African American,2017,34,654,51.99,10.35
"Vanderburgh County, IN",18163,White,2017,105,4801,21.87,11.84
"Vigo County, IN",18167,White,2017,89,3123,28.5,10.28
"Unidentified Counties, IN",18999,Black or African American,2017,41,1768,23.19,9.85
"Unidentified Counties, IN",18999,White,2017,1935,73758,26.23,10.99
"Black Hawk County, IA",19013,Black or African American,2017,19,519,36.61,11.05
"Black Hawk County, IA",19013,White,2017,48,4130,11.62,11.44
"Johnson County, IA",19103,Black or African American,2017,11,469,23.45,7.64
"Johnson County, IA",19103,White,2017,17,5494,3.09,10.24
"Linn County, IA",19113,Black or African American,2017,25,510,49.02,8.28
"Linn County, IA",19113,White,2017,65,6195,10.49,11.65
"Polk County, IA",19153,Asian,2017,10,842,11.88,11.4
"Polk County, IA",19153,Black or African American,2017,67,1414,47.38,9.54
"Polk County, IA",19153,White,2017,204,11910,17.13,11.27
"Scott County, IA",19163,Black or African American,2017,46,527,87.29,9.83
"Scott County, IA",19163,White,2017,66,4292,15.38,12.34
"Woodbury County, IA",19193,American Indian or Alaska Native,2017,10,110,90.91,11.2
"Woodbury County, IA",19193,White,2017,70,3150,22.22,10.8
"Unidentified Counties, IA",19999,American Indian or Alaska Native,2017,13,434,29.95,10
"Unidentified Counties, IA",19999,Asian,2017,10,1394,7.17,9.67
"Unidentified Counties, IA",19999,Black or African American,2017,46,1495,30.77,10.54
"Unidentified Counties, IA",19999,White,2017,862,56788,15.18,11.38
"Douglas County, KS",20045,White,2017,36,4393,8.19,11.14
"Johnson County, KS",20091,Black or African American,2017,24,1095,21.92,9.26
"Johnson County, KS",20091,White,2017,99,15421,6.42,10.73
"Sedgwick County, KS",20173,Black or African American,2017,86,1704,50.47,9.84
"Sedgwick County, KS",20173,White,2017,364,12659,28.75,10.34
"Shawnee County, KS",20177,Black or African American,2017,22,594,37.04,11.91
"Shawnee County, KS",20177,White,2017,85,4353,19.53,10.09
"Wyandotte County, KS",20209,Black or African American,2017,68,1262,53.88,9.22
"Wyandotte County, KS",20209,White,2017,132,3322,39.74,9.74
"Unidentified Counties, KS",20999,American Indian or Alaska Native,2017,12,710,16.9,10.08
"Unidentified Counties, KS",20999,Black or African American,2017,44,1628,27.03,9.72
"Unidentified Counties, KS",20999,White,2017,950,40048,23.72,10.69
"Boone County, KY",21015,White,2017,63,4033,15.62,12.35
"Fayette County, KY",21067,Black or African American,2017,54,1969,27.43,10.3
"Fayette County, KY",21067,White,2017,111,8087,13.73,11.01
"Hardin County, KY",21093,Black or African American,2017,11,499,22.04,9
"Hardin County, KY",21093,White,2017,75,2488,30.14,9.55
"Jefferson County, KY",21111,Black or African American,2017,217,6283,34.54,9.92
"Jefferson County, KY",21111,White,2017,212,14685,14.44,11.09
"Kenton County, KY",21117,Black or African American,2017,14,244,57.38,10.21
"Kenton County, KY",21117,White,2017,104,4174,24.92,10.76
"Warren County, KY",21227,Black or African American,2017,14,665,21.05,9.31
"Warren County, KY",21227,White,2017,81,4499,18,10.44
"Unidentified Counties, KY",21999,Black or African American,2017,117,4306,27.17,11.5
"Unidentified Counties, KY",21999,White,2017,2861,80174,35.68,11.57
"Ascension Parish, LA",22005,Black or African American,2017,45,1130,39.82,9.61
"Ascension Parish, LA",22005,White,2017,42,2828,14.85,10.27
"Bossier Parish, LA",22015,Black or African American,2017,40,1029,38.87,9.28
"Bossier Parish, LA",22015,White,2017,46,2530,18.18,10.72
"Caddo Parish, LA",22017,Black or African American,2017,231,4459,51.81,9.73
"Caddo Parish, LA",22017,White,2017,47,2919,16.1,9.66
"Calcasieu Parish, LA",22019,Black or African American,2017,100,1936,51.65,8.73
"Calcasieu Parish, LA",22019,White,2017,166,4105,40.44,9.29
"East Baton Rouge Parish, LA",22033,Black or African American,2017,333,8446,39.43,8.68
"East Baton Rouge Parish, LA",22033,White,2017,76,6587,11.54,9.61
"Jefferson Parish, LA",22051,Black or African American,2017,182,4134,44.03,9.94
"Jefferson Parish, LA",22051,White,2017,127,6541,19.42,10.26
"Lafayette Parish, LA",22055,Black or African American,2017,104,2603,39.95,13.24
"Lafayette Parish, LA",22055,White,2017,61,4641,13.14,14.16
"Livingston Parish, LA",22063,White,2017,120,3995,30.04,10.53
"Orleans Parish, LA",22071,Black or African American,2017,188,7678,24.49,10.05
"Orleans Parish, LA",22071,White,2017,31,2738,11.32,8
"Ouachita Parish, LA",22073,Black or African American,2017,115,2485,46.28,11.25
"Ouachita Parish, LA",22073,White,2017,52,2799,18.58,10.7
"Rapides Parish, LA",22079,Black or African American,2017,78,1628,47.91,10.74
"Rapides Parish, LA",22079,White,2017,78,2510,31.08,10.88
"St. Tammany Parish, LA",22103,Black or African American,2017,34,1281,26.54,8.91
"St. Tammany Parish, LA",22103,White,2017,72,6487,11.1,10.78
"Tangipahoa Parish, LA",22105,Black or African American,2017,96,1790,53.63,9.59
"Tangipahoa Parish, LA",22105,White,2017,51,2748,18.56,10.45
